,Item,Location,Transaction.Date,Quantity,Price.Per.Unit,Transaction.ID,Total.Spent,Payment.Method
335,fresh juice,In-store,3/25/2023,4,3.394257204,TXN_2523298,TRUE,Gpay
336,Smoothie,In-store,11-02-2023,2,4,TXN_8685737,TRUE,Cash
337,Cookie,In-Store,1/27/2023,2,3,TXN_5634135,FALSE,Cash
338,Smoothie,Takeaway,12/29/2023,2,4,TXN_1524626,TRUE,Digital Wallet
339,Smoothie,In-store,10/20/2023,2,4,TXN_7275407,TRUE,Digital Wallet
340,Juice,Takeaway,11-01-2023,4,3,TXN_2889622,FALSE,Credit Card
341,Cookie,Takeaway,7/14/2023,5,1,TXN_6849113,FALSE,Credit Card
342,Cookie,In-store,12/29/2023,3.027276415,1,TXN_2265316,TRUE,Credit Card
343,Salad,Takeaway,6/30/2023,3,5,TXN_9472241,FALSE,Cash
344,Salad,Takeaway,2/15/2023,1,3.394257204,TXN_7345414,TRUE,Cash
345,Cake,In-store,11/16/2023,1,3,TXN_4473352,TRUE,Credit Card
346,Tea,Takeaway,07-02-2023,2,5,TXN_2814363,TRUE,Cash
347,Juice,In-store,5/21/2023,3,3,TXN_1846004,TRUE,Cash
348,Cake,Takeaway,5/25/2023,1,3,TXN_7140471,TRUE,Credit Card
349,Smoothie,Takeaway,10/31/2023,1,4,TXN_3119542,TRUE,Credit Card
350,Sandwich,Takeaway,2/24/2023,5,4,TXN_7773968,FALSE,Digital Wallet
351,Tea,Takeaway,2/27/2023,2,5,TXN_9081088,TRUE,Cash
352,Sandwich,Takeaway,12-09-2023,5,4,TXN_8559167,TRUE,Credit Card
353,Smoothie,In-store,04-06-2023,2,4,TXN_1130191,TRUE,Cash
354,Sandwich,Takeaway,11-02-2023,5,4,TXN_5215451,FALSE,Digital Wallet
355,Coffee,Takeaway,7/27/2023,3,2,TXN_1040764,TRUE,Cash
356,Juice,In-store,03-03-2023,5,3,TXN_5457133,FALSE,Gpay
357,fresh juice,Takeaway,02-06-2023,3,4,TXN_8365478,FALSE,Cash
358,Coffee,Takeaway,9/19/2023,3,2,TXN_2100697,TRUE,Digital Wallet
359,Smoothie,In-store,2/21/2023,4,4,TXN_7676968,FALSE,Credit Card
360,Cake,Takeaway,08-12-2023,3,3,TXN_5726998,TRUE,Credit Card
361,Sandwich,In-store,9/27/2023,3,4,TXN_4134594,FALSE,Digital Wallet
362,Cookie,In-store,8/18/2023,4,1,TXN_5079340,TRUE,Cash
363,fresh juice,Takeaway,12/16/2023,4,4,TXN_8276635,FALSE,Digital Wallet
364,Tea,In-store,03-11-2023,4,5,TXN_1380601,TRUE,Digital Wallet
365,Juice,In-store,5/21/2023,1,3,TXN_3959152,TRUE,Cash
366,Tea,Takeaway,2/23/2023,2,5,TXN_7776739,TRUE,Cash
367,black forest,Takeaway,06-07-2023,2,3,TXN_7569615,TRUE,Cash
368,Cake,In-store,05-12-2023,5,3,TXN_8703771,FALSE,Cash
369,Smoothie,In-store,07-06-2023,3,4,TXN_2052395,FALSE,Credit Card
370,fresh juice,Takeaway,6/20/2023,2,4,TXN_9421441,TRUE,Cash
371,hot chocolate,Takeaway,12/22/2023,1,5,TXN_9065402,TRUE,Cash
372,Cookie,Takeaway,09-02-2023,2,3.394257204,TXN_3638955,FALSE,Cash
373,black forest,Takeaway,1/14/2023,4,4,TXN_2635532,FALSE,Cash
374,Salad,Takeaway,08-09-2023,2,5,TXN_8256593,FALSE,Digital Wallet
375,Cake,In-store,2/27/2023,3,3,TXN_9271457,TRUE,Digital Wallet
376,Coffee,In-store,5/14/2023,1,2,TXN_5392603,FALSE,Cash
377,Coffee,In-store,7/18/2023,3.027276415,2,TXN_6319728,TRUE,Credit Card
378,Cookie,Takeaway,10-08-2023,2,1,TXN_9263299,FALSE,Credit Card
379,Cake,Takeaway,3/21/2023,5,3,TXN_2301505,FALSE,Digital Wallet
380,Cake,Takeaway,8/16/2023,5,3,TXN_5895177,FALSE,Cash
381,Tea,Takeaway,06-04-2023,3,5,TXN_8751516,TRUE,Cash
382,Tea,Takeaway,4/20/2023,5,5,TXN_8147357,FALSE,Cash
383,Cookie,In-store,11/26/2023,1,1,TXN_1436343,FALSE,Credit Card
384,Salad,Takeaway,10-10-2023,4,5,TXN_2214698,FALSE,Credit Card
385,Salad,Takeaway,05-10-2023,1,5,TXN_7480234,TRUE,Cash
386,black forest,Takeaway,2/28/2023,5,2,TXN_3283097,FALSE,Cash
387,hot chocolate,In-store,02-02-2023,2,3,TXN_2633602,TRUE,Digital Wallet
388,Juice,Takeaway,1/28/2023,5,3,TXN_3093219,TRUE,Cash
389,fresh juice,Takeaway,8/14/2023,1,1,TXN_3515730,FALSE,Credit Card
390,Coffee,Takeaway,04-12-2023,5,2,TXN_3665733,FALSE,Cash
391,Tea,Takeaway,9/26/2023,5,5,TXN_4010658,FALSE,Cash
392,Juice,In-store,3/15/2023,3,3,TXN_1454467,TRUE,Cash
393,Cake,Takeaway,1/13/2023,2,3,TXN_2598728,TRUE,Credit Card
394,Tea,Takeaway,02-06-2023,2,5,TXN_3390285,TRUE,Cash
395,Cookie,In-store,10/16/2023,5,1,TXN_8224079,TRUE,Cash
396,Cake,In-store,7/15/2023,1,3,TXN_1916339,TRUE,Cash
397,Sandwich,In-store,5/28/2023,5,4,TXN_8611035,FALSE,Digital Wallet
398,Tea,Takeaway,3/26/2023,4,5,TXN_3595735,TRUE,Digital Wallet
399,Cookie,Takeaway,4/23/2023,1,1,TXN_4884822,FALSE,Credit Card
400,Cake,Takeaway,11/17/2023,1,3,TXN_3668051,TRUE,Credit Card
401,Salad,Takeaway,12/20/2023,4,5,TXN_6169633,FALSE,Credit Card
402,Coffee,Takeaway,06-10-2023,4,2,TXN_3884811,TRUE,Credit Card
403,black forest,Takeaway,07-12-2023,1,3,TXN_7050740,TRUE,Cash
404,Cookie,Takeaway,12-04-2023,4,3.394257204,TXN_1234097,TRUE,Cash
405,Tea,In-store,02-08-2023,5,5,TXN_4518102,FALSE,Credit Card
406,Coffee,Takeaway,10/21/2023,3,2,TXN_5939055,TRUE,Gpay
407,black forest,Takeaway,09-08-2023,4,1,TXN_7809183,TRUE,Digital Wallet
408,black forest,In-store,06-07-2023,1,1,TXN_6071202,FALSE,Cash
409,Tea,Takeaway,6/19/2023,4,5,TXN_8158496,TRUE,Cash
410,Cake,Takeaway,09-11-2023,5,3,TXN_2726848,TRUE,Credit Card
411,Cake,In-store,12/27/2023,4,3,TXN_3666858,FALSE,Credit Card
412,Cookie,Takeaway,02-01-2023,2,1,TXN_5499915,FALSE,Digital Wallet
413,Juice,Takeaway,10-04-2023,3.027276415,3,TXN_4660753,TRUE,Credit Card
414,Sandwich,Takeaway,02-12-2023,4,5,TXN_8089522,FALSE,Cash
415,Salad,In-store,3/14/2023,3,5,TXN_1564754,FALSE,Digital Wallet
416,Cake,In-store,03-02-2023,1,3,TXN_1824506,TRUE,Cash
417,Coffee,Takeaway,04-12-2023,4,2,TXN_3229758,TRUE,Cash
418,Sandwich,Takeaway,5/29/2023,2,4,TXN_3677592,TRUE,Cash
419,Cookie,Takeaway,9/29/2023,5,1,TXN_1002457,TRUE,Digital Wallet
420,Smoothie,In-store,4/20/2023,5,4,TXN_8056263,FALSE,Cash
421,Sandwich,In-store,4/22/2023,1,4,TXN_4732351,TRUE,Digital Wallet
422,Cake,In-Store,7/31/2023,3,3,TXN_8049191,TRUE,Credit Card
423,Cake,Takeaway,01-05-2023,2,3,TXN_4980036,TRUE,Cash
424,Coffee,Takeaway,8/25/2023,5,2,TXN_3022839,FALSE,Digital Wallet
425,Coffee,Takeaway,7/28/2023,5,2,TXN_7701070,FALSE,Credit Card
426,Sandwich,Takeaway,3/31/2023,2,4,TXN_8048037,TRUE,Digital Wallet
427,Sandwich,In-store,06-04-2023,3,4,TXN_4619029,FALSE,Credit Card
428,Cake,Takeaway,5/16/2023,4,3,TXN_4444463,FALSE,Gpay
429,Sandwich,In-store,2/20/2023,4,4,TXN_1887522,FALSE,Cash
430,Tea,In-store,12-08-2023,1,5,TXN_6908953,TRUE,Cash
431,Sandwich,In-store,08-03-2023,1,4,TXN_4759769,TRUE,Cash
432,Tea,Takeaway,08-03-2023,2,5,TXN_2254479,TRUE,Cash
433,Salad,In-store,06-06-2023,2,5,TXN_7555408,FALSE,Credit Card
434,Cake,Takeaway,01-08-2023,5,3,TXN_6857943,FALSE,Cash
435,black forest,Takeaway,04-12-2023,5,4,TXN_4796350,FALSE,Cash
436,Sandwich,In-Store,2/18/2023,3,4,TXN_9552845,FALSE,Cash
437,Juice,In-store,6/13/2023,5,3,TXN_6769465,FALSE,Digital Wallet
438,Coffee,Takeaway,12/24/2023,5,5,TXN_7438831,FALSE,Gpay
439,Tea,Takeaway,12/15/2023,1,5,TXN_3871837,TRUE,Digital Wallet
440,Sandwich,Takeaway,7/31/2023,2,4,TXN_3656762,TRUE,Cash
441,Cake,In-store,10/22/2023,1,3,TXN_4980282,TRUE,Digital Wallet
442,Tea,In-store,3/28/2023,1,5,TXN_3580786,TRUE,Credit Card
443,fresh juice,Takeaway,03-06-2023,4,3,TXN_4355728,FALSE,Credit Card
444,Smoothie,In-Store,4/14/2023,5,4,TXN_2508476,FALSE,Cash
445,Cake,In-store,02-11-2023,4,3,TXN_1325631,FALSE,Credit Card
446,Cookie,Takeaway,1/30/2023,3,1,TXN_8209125,TRUE,Credit Card
447,Salad,Takeaway,09-11-2023,2,5,TXN_1751164,FALSE,Cash
448,Cake,Takeaway,04-09-2023,4,3,TXN_3730415,FALSE,Credit Card
449,Tea,In-store,10-07-2023,4,5,TXN_4134253,TRUE,Cash
450,Coffee,Takeaway,8/20/2023,2,2,TXN_3256497,TRUE,Cash
451,Smoothie,Takeaway,4/16/2023,1,4,TXN_8763180,FALSE,Cash
452,Sandwich,In-Store,2/23/2023,5,4,TXN_3219175,FALSE,Cash
453,Smoothie,In-Store,12/23/2023,1,4,TXN_6234872,TRUE,Cash
454,Tea,Takeaway,8/19/2023,4,5,TXN_7919440,TRUE,Cash
455,Coffee,In-store,12/22/2023,1,2,TXN_7558641,FALSE,Digital Wallet
456,Juice,Takeaway,03-05-2023,2,3,TXN_9940220,TRUE,Cash
457,Juice,Takeaway,06-04-2023,2,3,TXN_8805984,TRUE,Credit Card
458,Tea,Takeaway,11/25/2023,4,5,TXN_2130483,TRUE,Cash
459,Sandwich,Takeaway,07-10-2023,5,4,TXN_1972584,FALSE,Digital Wallet
460,Coffee,Takeaway,07-02-2023,5,2,TXN_3150792,FALSE,Cash
461,Cake,Takeaway,11/17/2023,3,3,TXN_2980008,TRUE,Digital Wallet
462,Juice,Takeaway,06-03-2023,1,3,TXN_5511805,TRUE,Cash
463,Cookie,Takeaway,3/24/2023,4,1,TXN_7292548,TRUE,Digital Wallet
464,Smoothie,Takeaway,7/23/2023,1,4,TXN_2169664,TRUE,Cash
465,Coffee,Takeaway,7/29/2023,4,2,TXN_3234877,TRUE,Cash
466,Cake,Takeaway,01-03-2023,4,3,TXN_6368719,FALSE,Credit Card
467,Sandwich,Takeaway,01-05-2023,4,4,TXN_8852585,FALSE,Credit Card
468,Salad,Takeaway,3/15/2023,1,5,TXN_9201010,TRUE,Credit Card
469,Cookie,Takeaway,06-10-2023,1,1,TXN_7817014,FALSE,Digital Wallet
470,Sandwich,Takeaway,03-12-2023,2,4,TXN_2873990,TRUE,Cash
471,Sandwich,Takeaway,8/16/2023,4,4,TXN_3088796,FALSE,Credit Card
472,Coffee,In-store,08-03-2023,4,2,TXN_3414935,TRUE,Cash
473,Salad,In-store,06-05-2023,4,5,TXN_3607652,FALSE,Digital Wallet
474,Juice,In-store,3/21/2023,5,3,TXN_8502094,FALSE,Credit Card
475,Sandwich,Takeaway,10/19/2023,5,4,TXN_9068244,FALSE,Digital Wallet
476,Cookie,In-store,01-07-2023,5,1,TXN_2696664,TRUE,Cash
477,black forest,In-store,11/29/2023,1,3,TXN_7661609,TRUE,Cash
478,Cookie,Takeaway,10/27/2023,1,1,TXN_7633490,FALSE,Cash
479,Tea,In-store,7/14/2023,4,5,TXN_9292230,TRUE,Credit Card
480,black forest,In-store,5/21/2023,3,3,TXN_1664665,TRUE,Credit Card
481,Cake,In-store,10/19/2023,1,3,TXN_5081978,TRUE,Cash
482,Smoothie,Takeaway,08-06-2023,5,4,TXN_7314409,FALSE,Credit Card
483,fresh juice,In-store,07-05-2023,2,3,TXN_4573576,TRUE,Cash
484,Coffee,Takeaway,1/17/2023,3,5,TXN_5645919,TRUE,Credit Card
485,Tea,In-store,12/22/2023,4,5,TXN_8006668,TRUE,Credit Card
486,Juice,Takeaway,7/20/2023,4,3.394257204,TXN_8818168,FALSE,Digital Wallet
487,Juice,Takeaway,3/25/2023,2,3,TXN_4369043,TRUE,Cash
488,Cookie,In-store,3/20/2023,1,1,TXN_3560062,FALSE,Cash
489,Tea,Takeaway,12/24/2023,5,5,TXN_4769307,FALSE,Digital Wallet
490,Sandwich,Takeaway,5/14/2023,1,4,TXN_7270652,TRUE,Cash
491,Cake,Takeaway,11-06-2023,5,3,TXN_4991815,FALSE,Cash
492,Sandwich,Takeaway,9/16/2023,4,4,TXN_6360132,FALSE,Cash
493,Cake,Takeaway,7/29/2023,2,3,TXN_8199829,TRUE,Credit Card
494,black forest,Takeaway,7/31/2023,4,1,TXN_9166449,TRUE,Cash
495,Sandwich,In-store,8/19/2023,3,4,TXN_7864939,FALSE,Digital Wallet
496,Salad,Takeaway,05-07-2023,3,5,TXN_2640701,FALSE,Cash
497,Salad,Takeaway,1/22/2023,2,5,TXN_3740963,FALSE,Digital Wallet
498,Sandwich,In-store,08-10-2023,2,4,TXN_8101633,TRUE,Cash
499,Juice,Takeaway,10/24/2023,2,3,TXN_6063966,TRUE,Digital Wallet
500,Tea,In-store,5/16/2023,1,5,TXN_3779640,TRUE,Digital Wallet
501,Cake,Takeaway,2/26/2023,3,3,TXN_8278833,TRUE,Cash
502,Sandwich,Takeaway,09-02-2023,3,4,TXN_8778598,FALSE,Cash
503,Cake,Takeaway,1/19/2023,5,3,TXN_7550103,FALSE,Cash
504,Cookie,Takeaway,8/13/2023,5,1,TXN_3664656,TRUE,Cash
505,Juice,Takeaway,10/20/2023,2,3,TXN_7296560,TRUE,Cash
506,Salad,In-store,8/28/2023,3,5,TXN_8136881,FALSE,Cash
507,Smoothie,In-store,6/21/2023,2,4,TXN_3981449,TRUE,Cash
508,Cake,Takeaway,9/15/2023,1,3,TXN_5427506,TRUE,Cash
509,Sandwich,Takeaway,3/25/2023,3,4,TXN_2641386,FALSE,Credit Card
510,Cookie,In-store,06-10-2023,3,1,TXN_1485417,TRUE,Cash
511,Tea,Takeaway,03-02-2023,3,5,TXN_4033802,TRUE,Cash
512,black forest,Takeaway,12-09-2023,3,4,TXN_7752124,FALSE,Credit Card
513,Cake,In-store,06-10-2023,2,3,TXN_9762324,TRUE,Cash
514,Smoothie,Takeaway,04-12-2023,5,4,TXN_1628509,FALSE,Cash
515,Tea,In-store,12/13/2023,1,5,TXN_8259257,TRUE,Cash
516,Sandwich,In-Store,3/28/2023,4,4,TXN_4183823,FALSE,Credit Card
517,black forest,In-store,10/24/2023,4,5,TXN_2239041,TRUE,Cash
518,Cookie,In-store,5/27/2023,1,1,TXN_4696439,FALSE,Cash
519,Smoothie,In-store,1/14/2023,5,4,TXN_8826983,FALSE,Cash
520,Juice,Takeaway,6/20/2023,2,3,TXN_8267034,TRUE,Cash
521,Coffee,Takeaway,6/29/2023,3,2,TXN_1959334,TRUE,Cash
522,Tea,Takeaway,10/22/2023,2,5,TXN_6842808,TRUE,Cash
523,Cake,In-store,10/27/2023,4,3,TXN_2947822,FALSE,Digital Wallet
524,fresh juice,Takeaway,01-09-2023,2,5,TXN_5531712,TRUE,Cash
525,Sandwich,Takeaway,08-05-2023,2,4,TXN_2148838,TRUE,Credit Card
526,Cookie,Takeaway,11-10-2023,3,1,TXN_1330506,TRUE,Digital Wallet
527,Juice,Takeaway,04-12-2023,4,3,TXN_5898743,TRUE,Cash
528,Salad,Takeaway,10/18/2023,4,5,TXN_8957369,FALSE,Digital Wallet
529,Smoothie,Takeaway,10/19/2023,1,4,TXN_9340653,TRUE,Digital Wallet
530,Sandwich,Takeaway,5/19/2023,1,4,TXN_2493446,TRUE,Cash
531,Juice,Takeaway,4/21/2023,3,3,TXN_4538354,TRUE,Cash
532,Cake,Takeaway,11-10-2023,2,3,TXN_7098730,TRUE,Digital Wallet
533,Cookie,In-store,11-09-2023,3.027276415,1,TXN_7533411,FALSE,Digital Wallet
534,Tea,In-store,08-10-2023,5,5,TXN_2690314,FALSE,Cash
535,Coffee,Takeaway,5/13/2023,1,2,TXN_8171171,FALSE,Cash
536,fresh juice,Takeaway,06-10-2023,4,3,TXN_3791639,FALSE,Digital Wallet
537,Salad,Takeaway,9/14/2023,5,5,TXN_2968827,TRUE,Digital Wallet
538,black forest,Takeaway,2/20/2023,1,5,TXN_4546375,TRUE,Credit Card
539,Cookie,In-store,10/19/2023,4,1,TXN_1387401,TRUE,Cash
540,Tea,Takeaway,07-07-2023,2,5,TXN_6727029,TRUE,Cash
541,Juice,Takeaway,11/17/2023,5,3,TXN_3917193,FALSE,Credit Card
542,Sandwich,Takeaway,8/16/2023,4,4,TXN_8518516,FALSE,Cash
543,Sandwich,Takeaway,12-01-2023,4,4,TXN_2062854,FALSE,Digital Wallet
544,Smoothie,Takeaway,5/21/2023,3,4,TXN_4075863,TRUE,Cash
545,Tea,Takeaway,8/22/2023,3,5,TXN_5624860,TRUE,Credit Card
546,Smoothie,Takeaway,1/17/2023,5,3.394257204,TXN_4621665,FALSE,Cash
547,Salad,Takeaway,01-03-2023,5,5,TXN_6669417,TRUE,Cash
548,Sandwich,Takeaway,7/17/2023,5,4,TXN_7837381,FALSE,Cash
549,Juice,Takeaway,12/23/2023,5,3,TXN_1725926,FALSE,Credit Card
550,Salad,In-Store,6/24/2023,1,5,TXN_3403173,TRUE,Cash
551,black forest,Takeaway,5/24/2023,4,3.394257204,TXN_4186681,TRUE,Digital Wallet
552,black forest,Takeaway,04-12-2023,3.027276415,3,TXN_4152036,TRUE,Cash
553,black forest,Takeaway,4/21/2023,3,4,TXN_4059912,FALSE,Cash
554,Cake,Takeaway,10/26/2023,5,3,TXN_3381656,FALSE,Cash
555,Cake,In-store,05-11-2023,4,3,TXN_9956154,FALSE,Cash
556,black forest,Takeaway,12-07-2023,4,5,TXN_7110444,FALSE,Cash
557,Sandwich,Takeaway,09-01-2023,1,4,TXN_6250692,TRUE,Credit Card
558,Salad,Takeaway,3/28/2023,5,5,TXN_1183995,TRUE,Digital Wallet
559,Tea,In-store,2/26/2023,1,5,TXN_9452225,TRUE,Gpay
560,Coffee,In-store,01-04-2023,4,2,TXN_9113574,TRUE,Cash
561,Cookie,Takeaway,10-07-2023,5,1,TXN_5813015,TRUE,Digital Wallet
562,Smoothie,In-store,5/21/2023,4,4,TXN_3213035,FALSE,Cash
563,Juice,Takeaway,12/16/2023,3,5,TXN_3789752,TRUE,Digital Wallet
564,Sandwich,Takeaway,1/30/2023,5,4,TXN_7578769,FALSE,Digital Wallet
565,Coffee,Takeaway,9/25/2023,2,2,TXN_3515664,TRUE,Cash
566,Juice,Takeaway,03-06-2023,1,3,TXN_6209258,TRUE,Credit Card
567,Cookie,Takeaway,2/25/2023,4,1,TXN_8594004,TRUE,Credit Card
568,Sandwich,Takeaway,05-09-2023,5,4,TXN_6422433,FALSE,Digital Wallet
569,Coffee,Takeaway,08-03-2023,2,2,TXN_2865033,FALSE,Cash
570,Salad,In-store,5/13/2023,4,5,TXN_5547519,FALSE,Cash
571,Salad,Takeaway,02-08-2023,5,5,TXN_2392263,TRUE,Cash
572,Juice,In-Store,06-10-2023,4,3,TXN_3810451,FALSE,Cash
573,Cookie,In-store,12/21/2023,1,1,TXN_4669664,FALSE,Digital Wallet
574,Cake,Takeaway,4/30/2023,3,3,TXN_9470612,TRUE,Cash
575,Smoothie,Takeaway,6/22/2023,4,3,TXN_7507962,FALSE,Credit Card
576,Cake,In-store,7/15/2023,1,5,TXN_1109715,TRUE,Credit Card
577,Tea,Takeaway,04-09-2023,3,5,TXN_8320245,TRUE,Cash
578,Smoothie,In-Store,3/26/2023,1,4,TXN_5904646,TRUE,Gpay
579,Smoothie,Takeaway,6/20/2023,3,4,TXN_4498526,FALSE,Credit Card
580,Salad,Takeaway,04-12-2023,2,5,TXN_2744907,FALSE,Digital Wallet
581,Tea,Takeaway,08-12-2023,2,5,TXN_5209585,TRUE,Cash
582,Coffee,In-store,5/30/2023,1,2,TXN_2213556,FALSE,Cash
583,Salad,Takeaway,10/20/2023,1,5,TXN_3826038,TRUE,Cash
584,Tea,Takeaway,02-08-2023,3,5,TXN_7596587,TRUE,Credit Card
585,Sandwich,Takeaway,4/24/2023,4,4,TXN_7380277,FALSE,Digital Wallet
586,Smoothie,Takeaway,9/20/2023,4,4,TXN_1353479,FALSE,Cash
587,Juice,In-store,05-09-2023,3,3,TXN_6054137,TRUE,Cash
588,Sandwich,In-store,4/22/2023,3.027276415,4,TXN_7609853,TRUE,Digital Wallet
589,Cookie,In-store,07-12-2023,2,1,TXN_9266394,FALSE,Credit Card
590,hot chocolate,In-Store,01-11-2023,3,1,TXN_5448157,TRUE,Credit Card
591,Tea,In-store,06-04-2023,2,5,TXN_8298311,TRUE,Digital Wallet
592,Tea,Takeaway,04-12-2023,4,5,TXN_6744866,TRUE,Cash
593,Coffee,Takeaway,11/21/2023,3,2,TXN_6152588,TRUE,Cash
594,hot chocolate,Takeaway,2/28/2023,5,1,TXN_6569656,TRUE,Cash
595,Smoothie,Takeaway,02-04-2023,2,4,TXN_2156206,TRUE,Cash
596,Salad,Takeaway,11-03-2023,4,5,TXN_3142258,TRUE,Cash
597,Smoothie,In-store,9/18/2023,3,4,TXN_5739806,FALSE,Credit Card
598,Coffee,In-store,02-09-2023,5,2,TXN_9228978,FALSE,Digital Wallet
599,Cookie,In-store,06-10-2023,1,1,TXN_5897205,FALSE,Cash
600,Cake,In-Store,04-06-2023,5,3,TXN_1556652,FALSE,Digital Wallet
601,Salad,Takeaway,09-02-2023,4,5,TXN_8608765,FALSE,Credit Card
602,Smoothie,Takeaway,06-04-2023,3,4,TXN_8764825,FALSE,Cash
603,hot chocolate,In-store,02-02-2023,4,3,TXN_7353972,FALSE,Cash
604,Salad,In-store,10/19/2023,4,5,TXN_1124753,FALSE,Digital Wallet
605,Cookie,Takeaway,02-07-2023,2,1,TXN_9410981,FALSE,Cash
606,fresh juice,In-store,04-12-2023,4,4,TXN_9349962,FALSE,Cash
607,Juice,Takeaway,3/30/2023,2,3,TXN_7611120,TRUE,Cash
608,Sandwich,Takeaway,09-05-2023,5,4,TXN_2106959,FALSE,Digital Wallet
609,Coffee,Takeaway,1/13/2023,1,2,TXN_2237115,FALSE,Cash
610,Cake,In-store,8/30/2023,4,3,TXN_6836137,FALSE,Cash
611,Tea,In-store,11-10-2023,2,5,TXN_6316959,TRUE,Cash
612,Cookie,Takeaway,10/18/2023,5,1,TXN_2265984,TRUE,Credit Card
613,Salad,Takeaway,05-05-2023,5,5,TXN_6352917,TRUE,Cash
614,Cake,Takeaway,3/23/2023,4,3,TXN_9564123,FALSE,Credit Card
615,Cake,Takeaway,06-04-2023,5,3,TXN_3946544,FALSE,Credit Card
616,Salad,In-store,02-10-2023,1,5,TXN_1123138,TRUE,Cash
617,Salad,Takeaway,10-08-2023,2,5,TXN_9212503,FALSE,Digital Wallet
618,Sandwich,In-Store,11/24/2023,3.027276415,4,TXN_1921262,TRUE,Gpay
619,Cookie,Takeaway,4/29/2023,3.027276415,1,TXN_1259824,TRUE,Digital Wallet
620,Juice,Takeaway,04-12-2023,5,3,TXN_6868049,FALSE,Digital Wallet
621,Salad,Takeaway,1/14/2023,4,5,TXN_2806243,FALSE,Digital Wallet
622,Tea,Takeaway,12-02-2023,4,5,TXN_9759896,TRUE,Cash
623,Salad,Takeaway,4/16/2023,2,5,TXN_7560807,FALSE,Credit Card
624,Cookie,Takeaway,07-11-2023,1,1,TXN_3286932,FALSE,Digital Wallet
625,Salad,In-store,12/24/2023,4,5,TXN_3481470,FALSE,Credit Card
626,Salad,In-Store,10-07-2023,5,5,TXN_9907327,FALSE,Credit Card
627,Cookie,In-store,10/25/2023,1,1,TXN_3469469,FALSE,Digital Wallet
628,hot chocolate,In-store,10-05-2023,3,1,TXN_2681833,TRUE,Digital Wallet
629,Tea,Takeaway,5/27/2023,2,5,TXN_3179966,TRUE,Digital Wallet
630,Cake,In-store,12/30/2023,5,3.394257204,TXN_9289174,FALSE,Digital Wallet
631,Cake,Takeaway,7/21/2023,1,3,TXN_3629351,TRUE,Digital Wallet
632,Cake,Takeaway,11-01-2023,2,3,TXN_3142836,TRUE,Cash
633,Cake,Takeaway,10/25/2023,5,3,TXN_4998786,FALSE,Credit Card
634,Salad,In-store,4/21/2023,1,5,TXN_7228816,TRUE,Cash
635,Coffee,Takeaway,2/19/2023,4,2,TXN_6904590,TRUE,Credit Card
636,Cookie,Takeaway,10/19/2023,3,1,TXN_2126408,TRUE,Cash
637,Salad,Takeaway,8/14/2023,2,5,TXN_8664315,FALSE,Cash
638,Juice,In-store,07-08-2023,5,3,TXN_8958593,FALSE,Digital Wallet
639,Sandwich,In-store,9/19/2023,2,4,TXN_2383598,TRUE,Digital Wallet
640,Smoothie,In-store,06-06-2023,1,4,TXN_2211685,TRUE,Credit Card
641,Tea,Takeaway,12/16/2023,5,5,TXN_1503602,FALSE,Digital Wallet
642,Juice,Takeaway,3/17/2023,1,3,TXN_2962976,TRUE,Cash
643,Juice,In-store,12-05-2023,1,3,TXN_8716752,TRUE,Cash
644,Juice,Takeaway,01-12-2023,4,3.394257204,TXN_4266787,FALSE,Credit Card
645,Sandwich,In-store,09-04-2023,3,4,TXN_5933480,FALSE,Digital Wallet
646,Juice,In-store,11/16/2023,3.027276415,3,TXN_8255965,TRUE,Cash
647,Smoothie,Takeaway,4/14/2023,1,4,TXN_4364091,TRUE,Gpay
648,fresh juice,Takeaway,11-01-2023,4,3,TXN_9203920,FALSE,Cash
649,Salad,Takeaway,10/14/2023,4,3.394257204,TXN_8964812,FALSE,Digital Wallet
650,Tea,In-store,03-06-2023,4,5,TXN_6721531,TRUE,Cash
651,Sandwich,Takeaway,6/28/2023,3,4,TXN_5447508,FALSE,Digital Wallet
652,Sandwich,In-store,09-09-2023,5,4,TXN_5686113,FALSE,Digital Wallet
653,Salad,Takeaway,01-09-2023,1,5,TXN_9239779,TRUE,Cash
654,Salad,Takeaway,11/15/2023,3,5,TXN_9265319,FALSE,Cash
655,Cake,In-store,10-01-2023,3,3,TXN_9265313,TRUE,Cash
656,Smoothie,In-store,7/22/2023,2,4,TXN_3397609,TRUE,Digital Wallet
657,Sandwich,In-store,4/15/2023,5,4,TXN_9347203,FALSE,Cash
658,Salad,Takeaway,02-01-2023,1,5,TXN_2132186,TRUE,Credit Card
659,Cake,Takeaway,07-08-2023,3,3,TXN_3383926,TRUE,Cash
660,Salad,In-store,2/20/2023,5,5,TXN_6905718,TRUE,Credit Card
661,Cookie,Takeaway,8/21/2023,4,1,TXN_3130548,TRUE,Cash
662,Salad,Takeaway,06-06-2023,3.027276415,5,TXN_9356512,FALSE,Credit Card
663,Tea,Takeaway,12/14/2023,2,5,TXN_7993951,TRUE,Digital Wallet
664,fresh juice,Takeaway,3/19/2023,3,2,TXN_6362093,TRUE,Cash
665,Cookie,Takeaway,07-01-2023,3,1,TXN_4876440,TRUE,Cash
666,Cake,Takeaway,05-04-2023,3,3,TXN_9323513,TRUE,Cash
667,Cake,Takeaway,12/16/2023,4,3,TXN_9097641,FALSE,Cash
